20734_113.097867026,28.2286136855_202004_265.512
T513403_112.971025333,28.1591336188_201908_134.646
T513404_112.971337033,28.1588699674_201908_142.078
T513406_112.971822045,28.1582140831_201908_150.451
T513418_112.968291812,28.1593713148_201908_335.98
T513424_112.968474964,28.158179002_201908_270.201
T513427_112.967752714,28.1570004027_201707_269.127
T513429_112.968540904,28.1571957066_201707_255.673
T513430_112.968943339,28.1572651555_201707_260.651
T513436_112.970266032,28.1565858662_201908_1.17
T513437_112.970281064,28.1561777323_201908_27.654
T513438_112.969807706,28.1560699826_201908_91.519
T513439_112.970215412,28.1560939656_201908_82.108
T513445_112.969938372,28.154598741_201908_92.035
T513446_112.96963393,28.1547711407_201908_162.347
T513448_112.971396434,28.1566228971_201908_179.489
T513449_112.971416021,28.1562149811_201908_180.009
T513450_112.97142767,28.1558067566_201908_180.909
T513452_112.971470593,28.1549936261_201908_22.757
T513455_112.970513746,28.1583802027_201707_71.135
T513456_112.970747526,28.1582658763_201707_173.758
T513463_112.970222408,28.1578628586_201908_0.341
T513471_112.971899359,28.1543541653_201908_169.637
T513473_112.972012913,28.1548819911_201908_56.566
T513486_112.956320576,28.1521800148_201908_273.453
T513510_112.960836007,28.1594760509_201908_143.019
T513514_112.959394027,28.1594366504_201908_352.571
T513521_112.959524717,28.1571961075_201908_67.572
T513522_112.959148803,28.157036889_201908_65.213
T513527_112.957668457,28.1557239778_201908_38.595
T513535_112.963382458,28.1515809481_201908_268.473
T513537_112.964299371,28.1516133084_201908_274.733
T513542_112.964333673,28.150672758_201908_95.063
T513736_112.972882133,28.1554438969_201908_48.549
T513754_112.964691552,28.1532188126_201707_242.99
T513770_112.958243663,28.1520203299_201908_91.925
T513771_112.957835327,28.1520125043_201908_91.161
T513783_112.964644709,28.1525278659_201908_90.582
T513784_112.964391402,28.1523880275_201908_341.779
T515098_112.999644081,28.1554459144_201908_90.112
T515137_112.998746797,28.1518171617_202006_69.834
T515138_112.99913364,28.151948127_202006_70.903
T515139_112.999520483,28.1520790924_202006_69.868
T515170_112.981668992,28.1522940986_201908_263.909
T515171_112.982072537,28.1523562401_201908_263.651
T515173_112.982885089,28.1524396425_201908_265.8
T515175_112.981239076,28.1526967093_201908_177.947
T515181_112.980136382,28.1543517536_201908_1.487
T515283_112.993340543,28.1592958662_201707_119.088
T515284_112.993272794,28.1588931138_201909_184.653
T515292_112.97611618,28.1552266513_201908_224.372
T515304_112.969263859,28.1508589374_201908_314.36
T515305_112.969548283,28.1505684988_201908_333.257
T515306_112.969632946,28.1501732883_201908_176.472
T515324_112.963741857,28.1551246781_201908_267.332
T515325_112.964149786,28.155144517_201908_268.921
T515330_112.960186023,28.15544171_201908_328.697
T515337_112.95938893,28.1539479631_201908_212.049
T515340_112.958816256,28.1542637347_201908_1.527
T515342_112.981446921,28.1564848339_202006_36.399
T515345_112.981018923,28.1553542792_202006_9.733
T515347_112.980103629,28.1549069631_201908_86.023
T515348_112.981275278,28.1552200579_202006_259.238
T515351_112.964800377,28.1526910032_201908_90.334
T515352_112.965208562,28.152697656_201908_88.361
T515355_112.966234657,28.1532954087_201908_43.331
T515356_112.966556511,28.1535462491_201908_33.495
T515562_112.979826203,28.1517506104_201908_4.195
T515619_112.973541994,28.1594193872_201908_85.299
T515622_112.973590137,28.1568838938_201908_175.715
T515623_112.9729815,28.1571678789_201908_79.663
T515630_112.973690771,28.157593544_201908_251.432
T515633_112.973946496,28.1585229962_201908_174.605
T516001_112.971025179,28.1542341871_201908_55.137
T516002_112.970684373,28.1540091334_201908_55.594
T516003_112.970337389,28.1537940118_201908_239.66
T516004_112.969976911,28.1536021113_201908_58.882
T516011_112.983474837,28.1525468937_201908_258.343
T516012_112.983989226,28.1526581188_201908_254.013
T516014_112.984790244,28.1528160097_201908_261.225
T516015_112.985061875,28.1530844038_201908_198.691
T516016_112.985352798,28.1533508912_201908_242.517
T516105_113.011642414,28.1515579646_201908_20.545
T516127_113.013951143,28.1527726919_201908_5.197
T516131_113.012165882,28.1518427673_201908_81.709
T516142_113.011060457,28.1510078283_201908_60.187
T516153_113.004146976,28.1507698011_201707_337.969
T516161_113.006038392,28.1502958543_201908_88.695
T516168_113.007210244,28.1530626795_201908_2.159
T516171_113.006310413,28.1531753717_201908_183.639
T516172_113.006265796,28.1527702013_201908_188.419
T516197_113.008865264,28.1581851064_202006_210.069
T516230_113.015784693,28.1565312282_201908_140.984
T516231_113.015502176,28.1568261577_201908_142.217
T516277_113.019615025,28.1536093272_201707_71.435
T516278_113.020009025,28.1537168484_201707_72.428
T516282_113.018080337,28.1539551111_201707_77.123
T516287_113.017526595,28.1542410832_201908_157.829
T516304_113.019147922,28.1578308793_201908_245.976
T516312_113.017269943,28.1546857695_201908_151.524
T516313_113.016945938,28.1551626486_201908_147.297
T516316_113.016162058,28.1561042456_201908_141.626
T516318_113.017860865,28.1552726515_201908_330.827
T516319_113.018201762,28.1554975561_201908_330.827
T516320_113.01866541,28.1575800417_201908_241.389
T516321_113.018302821,28.1573920835_201908_241.97
T516322_113.017940232,28.1572041253_201908_241.669
T516323_113.017577643,28.1570161671_201908_239.521
T516325_113.016717079,28.1565894888_201908_243.425
T516326_113.016352223,28.1564059712_201908_240.686
T516328_113.017960768,28.1563104505_201908_240.865
T516330_113.017451039,28.1569486821_201908_239.995
T516337_113.009390115,28.1597001819_201409_234.875
T516700_113.012780927,28.1587722197_201908_70.524
T517582_113.029465395,28.1510944638_201908_271.157
T517595_113.042320122,28.1506231139_201707_198.491
T517619_113.045033599,28.1525553711_201908_94.347
T517622_113.04063136,28.1523885764_201908_273.359
T517627_113.039817589,28.1526060002_201908_0.921
T517632_113.040677849,28.1519797081_201908_181.866
T517634_113.039863164,28.1519617082_201908_20.694
T517636_113.040935601,28.1519300706_201908_90.085
T517641_113.04173841,28.1527029778_201908_269.989
T517644_113.041645591,28.1519278499_201908_89.712
T517645_113.042327238,28.1519190682_201707_86.785
T517656_113.03883819,28.1531867235_201908_272.319
T517663_113.040070381,28.1534059289_201908_66.124
T517665_113.042132033,28.153427853_201908_90.686
T517671_113.040914604,28.1536054259_201908_90.8
T517672_113.040318717,28.153596814_201908_278.597
T517675_113.039408201,28.1538265684_201908_98.145
T517677_113.040656407,28.1538306911_201707_83.354
T517684_113.044565122,28.1531855838_201908_244.287
T517694_113.042602306,28.1567126963_201606_354.685
T517701_113.043779004,28.1574311546_201707_15.538
T517716_113.044397725,28.158725841_201606_180.045
T517748_113.038286985,28.1549536565_201908_240.163
T517753_113.039884119,28.1570988331_201908_309.889
T517768_113.037113327,28.1520684898_201908_189.593
T517770_113.037497061,28.1527199048_201908_258.831
T517787_113.046208005,28.1542170313_201908_176.339
T517949_113.045811403,28.152797479_201908_91.794
T517951_113.044562814,28.1541978541_201908_269.647
T517952_113.044971224,28.1541970992_201908_270.356
T517953_113.045379634,28.1541963442_201908_269.786
T517981_113.025335794,28.1544556906_201908_90.114
T517984_113.026560985,28.1544657269_201908_270.349
T517985_113.026969382,28.1544690724_201908_258.06
T517986_113.027377779,28.1544724178_201908_268.975
T518133_113.04567541,28.1532138027_201908_91.304
T518139_113.046654453,28.1531233583_201908_356.359
T518140_113.046719303,28.1527201309_201908_355.662
T518142_113.047105351,28.1501605347_201908_356.594
T518144_113.047063262,28.1509730482_201908_356.825
T518145_113.046950886,28.1513642335_201908_356.096
T518210_113.039602309,28.1522305946_201908_83.328
T518211_113.038893306,28.1526652623_201908_104.952
T518525_113.005089257,28.1514698743_201908_85.82
T518526_113.004912487,28.1518715395_201908_262.656
T518560_113.022611,28.1584573847_201908_265.9
T518843_113.037932636,28.1517941989_201908_73.004
T520211_113.04920817,28.1549775618_201908_264.801
T520329_113.047859236,28.1518954699_201908_265.69
T520330_113.048125325,28.1514933707_201908_85.267
T520435_113.030783041,28.1534320915_201707_339.178
T520436_113.030589421,28.153241325_201707_57.973
T520581_113.02052438,28.1566433314_201707_323.017
T520586_113.019034732,28.1577598985_201908_245.249
T520587_113.020016953,28.1587439627_201908_151.198
T520589_113.01958286,28.1594358878_201908_152.852
T520590_113.01936354,28.1597804026_201908_149.121
T520592_113.018725844,28.159927126_201908_57.591
T520623_113.00914943,28.157563536_202006_43.676
T520624_113.009457239,28.1578317965_202006_41.972
T520625_113.009764867,28.1581001021_201908_120.3
T520626_113.010102217,28.1583301804_202006_57.161
T520627_113.01044944,28.1585450471_202006_60.377
T520679_113.021350905,28.1503132782_201908_10.227
T524758_113.000547342,28.1583586082_201908_357.489
T524837_113.046575723,28.1591899062_201707_168.784
T525057_113.010497943,28.1530133958_201908_48.98
T525494_113.037477354,28.1500410617_201908_182.437
T525502_113.037569437,28.1500420578_201908_1.779
T525707_113.018811801,28.1507272715_201908_164.624
T525817_113.002394105,28.1506273668_201908_228.51
T525818_113.002710946,28.150885062_201908_228.369
T525846_113.018419968,28.1518260892_201908_166.611
